Time,Weather
47:11.0,Snow
47:21.0,Rain
47:53.1,Wind
47:57.0,Normal
48:39.0,Snow
49:03.1,Rain
49:36.0,Wind
50:00.0,Normal
50:12.1,Snow
50:53.0,Rain
52:13.0,Wind
52:26.1,Normal
52:32.0,Snow
52:36.1,Rain
52:55.0,Wind
52:56.0,Normal
53:23.1,Snow
54:03.1,Rain
54:45.0,Wind
55:19.0,Normal
55:35.0,Snow
55:37.1,Rain
55:52.1,Wind
56:40.1,Normal
57:02.0,Snow
57:24.0,Rain
58:01.0,Wind
58:08.0,Normal
58:09.0,Snow
59:00.1,Rain
59:23.1,Snow
59:37.1,Rain
59:49.1,Wind
59:53.1,Normal
00:27.1,Snow
00:43.1,Rain
00:55.0,Wind
01:56.1,Normal
02:08.1,Snow
02:17.1,Rain
02:55.1,Wind
04:10.1,Normal
04:47.0,Snow
05:07.0,Rain
05:29.1,Wind
06:00.0,Normal
06:04.0,Snow
06:08.1,Rain
06:09.0,Wind
06:18.1,Normal
06:26.0,Snow
07:42.0,Rain
08:43.1,Wind
10:14.0,Normal
10:22.1,Snow
11:54.0,Rain
12:02.1,Wind
12:05.0,Normal
13:12.1,Snow
13:41.1,Rain
14:53.1,Wind
14:57.1,Normal
15:24.1,Snow
16:15.0,Rain
16:51.0,Wind
16:53.0,Normal
16:54.1,Snow
17:10.0,Rain
17:25.1,Wind
17:27.0,Normal
18:04.1,Snow
18:07.1,Rain
18:08.1,Snow
18:14.0,Rain
19:11.0,Wind
19:20.0,Normal
19:28.1,Snow
19:41.0,Rain
20:18.1,Wind
20:52.0,Normal
21:00.1,Snow
21:35.0,Rain
21:59.1,Wind
22:31.1,Normal
22:32.1,Snow
23:18.1,Rain
23:21.1,Wind
23:33.1,Normal
23:43.0,Snow
24:07.0,Rain
24:10.1,Wind
24:37.0,Normal
25:44.1,Snow
25:48.1,Rain
26:07.0,Wind
26:22.0,Normal
26:25.0,Snow
27:04.1,Rain
27:22.0,Wind
27:29.0,Normal
27:36.0,Snow
28:43.1,Rain
29:36.0,Wind
30:00.0,Normal
30:02.1,Snow
30:05.1,Rain
30:10.0,Wind
30:22.1,Normal
30:28.1,Snow
30:50.0,Rain
30:57.0,Wind
31:14.1,Normal
31:16.1,Snow
31:17.0,Rain
31:19.0,Snow
31:23.1,Rain
31:27.0,Wind
31:31.0,Normal
31:34.1,Snow
31:42.0,Rain
31:47.1,Wind
32:09.0,Normal
32:14.1,Snow
32:18.0,Rain
32:42.0,Wind
33:25.0,Normal
33:25.1,Snow
33:30.1,Rain
33:52.1,Wind
34:06.0,Normal
34:08.0,Snow
34:20.0,Rain
34:22.1,Wind
34:25.0,Normal
34:57.0,Snow
35:47.0,Rain
35:55.0,Wind
36:19.0,Normal
37:11.1,Snow
37:26.0,Rain
37:32.1,Wind
37:34.1,Normal
37:48.1,Snow
37:56.1,Rain
38:18.0,Wind
38:45.0,Normal
39:06.1,Snow
39:08.0,Rain
39:38.0,Wind
39:47.1,Normal
40:05.0,Snow
40:15.1,Rain
40:27.2,Wind
40:36.0,Normal
40:45.0,Snow
41:55.1,Rain
41:58.0,Snow
42:02.1,Rain
42:06.1,Wind
42:07.0,Normal
42:18.0,Snow
42:38.0,Rain
42:58.0,Wind
43:21.0,Normal
43:26.0,Snow
43:35.1,Rain
44:05.0,Wind
44:28.0,Normal
44:44.0,Snow
45:06.0,Rain
45:13.0,Wind
45:18.0,Normal
45:26.0,Snow
45:48.0,Rain
45:53.0,Wind
46:58.1,Normal
47:21.0,Snow
48:12.0,Rain
48:39.0,Wind
48:45.1,Normal
49:11.1,Snow
49:12.1,Rain
49:27.0,Wind
49:46.0,Normal
49:57.0,Snow
50:03.0,Rain
50:05.1,Wind
50:16.1,Normal
50:24.1,Snow
50:49.1,Rain
50:50.0,Wind
50:52.0,Normal
50:57.1,Snow
51:17.0,Rain
51:20.0,Wind
51:26.0,Normal
51:34.0,Snow
51:50.1,Rain
52:08.1,Snow
52:16.1,Rain
53:32.0,Wind
53:32.1,Normal
53:50.1,Snow
54:00.0,Rain
54:01.0,Wind
54:01.1,Normal
54:24.0,Snow
54:25.0,Rain
55:19.0,Wind
55:37.0,Normal
56:37.0,Snow
57:52.0,Rain
57:53.0,Wind
57:57.1,Normal
58:08.0,Snow
58:50.1,Rain
59:02.1,Wind
00:31.1,Normal
00:40.0,Snow
00:54.0,Rain
01:25.1,Wind
01:33.1,Normal
02:02.1,Snow
02:03.0,Rain
02:10.1,Wind
02:11.0,Normal
02:14.0,Snow
02:37.1,Rain
03:42.0,Wind
03:44.0,Normal
03:58.0,Snow
04:35.1,Rain
05:32.0,Wind
05:42.1,Normal
06:00.0,Snow
07:21.1,Rain
07:31.1,Wind
07:54.1,Normal
07:58.0,Snow
08:14.1,Rain
08:19.1,Snow
08:37.0,Rain
08:40.0,Wind
08:45.0,Normal
09:01.1,Snow
09:58.0,Rain
10:06.1,Wind
10:10.1,Normal
10:11.1,Snow
10:21.0,Rain
10:27.0,Wind
10:31.0,Normal
10:33.0,Snow
11:07.1,Rain
11:22.0,Wind
11:29.0,Normal
11:58.0,Snow
12:20.1,Rain
12:45.1,Wind
13:27.1,Normal
13:29.0,Snow
14:00.0,Rain
14:02.0,Wind
14:26.0,Normal
14:47.0,Snow
14:59.0,Rain
15:06.0,Wind
15:26.1,Normal
15:56.0,Snow
16:08.1,Rain
16:40.0,Wind
16:56.0,Normal
17:40.0,Snow
17:59.0,Rain
18:02.0,Wind
18:05.0,Normal
18:59.0,Snow
19:03.1,Rain
19:32.1,Wind
19:44.0,Normal
20:42.1,Snow
20:45.0,Rain
20:46.0,Snow
20:50.0,Rain
21:07.0,Wind
21:12.0,Normal
21:30.1,Snow
21:42.1,Rain
21:49.0,Wind
22:03.0,Normal
22:23.0,Snow
23:02.0,Rain
23:18.0,Wind
23:32.1,Normal
23:42.0,Snow
23:45.0,Rain
24:19.0,Wind
24:49.0,Normal
24:53.0,Snow
25:30.0,Rain
25:32.1,Wind
25:43.0,Normal
26:00.0,Snow
26:06.1,Rain
26:36.0,Wind
26:43.1,Normal
26:56.0,Snow
26:57.0,Rain
27:18.1,Wind
27:52.1,Normal
28:27.0,Snow
28:42.0,Rain
28:42.0,Wind
29:04.0,Normal
29:10.0,Snow
29:46.0,Rain
30:04.0,Wind
30:10.0,Normal
30:15.0,Snow
30:35.1,Rain
31:17.0,Wind
31:22.0,Normal
31:27.1,Snow
31:28.1,Rain
31:35.1,Snow
31:42.0,Rain
31:43.0,Wind
31:44.0,Normal
32:00.0,Snow
32:31.0,Rain
32:32.0,Wind
32:53.1,Normal
33:42.1,Snow
33:48.1,Rain
34:09.1,Wind
34:15.1,Normal
34:36.0,Snow
34:41.1,Rain
35:10.0,Wind
35:20.1,Normal
35:26.1,Snow
35:40.0,Rain
36:22.1,Wind
37:01.0,Normal
37:02.1,Snow
37:43.0,Rain
38:30.0,Wind
38:52.0,Normal
39:48.0,Snow
40:20.1,Rain
40:25.0,Wind
40:37.1,Normal
40:52.1,Snow
40:55.0,Rain
41:09.1,Wind
41:13.0,Normal
41:31.0,Snow
41:34.0,Rain
41:38.1,Wind
42:04.1,Normal
42:18.0,Snow
42:18.0,Rain
42:19.0,Wind
43:27.0,Normal
44:11.1,Snow
44:14.0,Rain
44:17.0,Snow
44:42.0,Rain
44:45.0,Wind
44:47.0,Normal
45:03.0,Snow
45:08.0,Rain
45:16.0,Wind
45:17.1,Normal
45:29.0,Snow
45:40.0,Rain
45:50.1,Wind
46:15.0,Normal
46:21.0,Snow
46:36.1,Rain
47:21.1,Wind
47:38.0,Normal
47:51.0,Snow
48:14.0,Rain
48:36.0,Wind
48:42.1,Normal
48:43.1,Snow
48:44.0,Rain
49:12.0,Wind
49:16.1,Normal
49:23.0,Snow
49:37.0,Rain
49:40.0,Wind
49:53.1,Normal
49:58.1,Snow
49:59.1,Rain
50:13.0,Wind
50:17.0,Normal
50:39.1,Snow
50:46.0,Rain
51:08.0,Wind
51:41.0,Normal
51:43.0,Snow
51:46.1,Rain
51:55.0,Wind
52:10.1,Normal
52:10.1,Snow
52:17.0,Rain
52:23.0,Snow
52:37.0,Rain
53:14.0,Wind
53:30.1,Normal
54:02.0,Snow
54:03.1,Rain
54:07.1,Wind
54:14.1,Normal
54:30.0,Snow
54:33.1,Rain
54:41.1,Wind
54:46.1,Normal
55:01.0,Snow
55:05.0,Rain
55:05.1,Wind
55:10.0,Normal
55:13.0,Snow
56:09.1,Rain
56:10.1,Wind
56:39.0,Normal
56:40.0,Snow
56:50.0,Rain
56:54.0,Wind
57:07.0,Normal
57:33.1,Snow
57:42.0,Rain
58:00.0,Wind
58:01.0,Normal
58:02.0,Snow
58:48.0,Rain
58:53.0,Wind
58:59.0,Normal
59:22.0,Snow
59:24.1,Rain
59:28.0,Wind
59:30.0,Normal
00:18.0,Snow
00:35.0,Rain
00:39.0,Wind
00:52.1,Normal
01:12.0,Snow
01:59.0,Rain
02:01.0,Snow
02:39.1,Rain
02:52.0,Wind
03:21.0,Normal
03:42.0,Snow
03:48.0,Rain
03:59.0,Wind
04:00.0,Normal
04:11.0,Snow
04:11.0,Rain
04:30.0,Wind
04:33.0,Normal
04:37.0,Snow
04:38.0,Rain
04:42.0,Wind
05:11.0,Normal
05:13.1,Snow
05:27.0,Rain
05:28.0,Wind
06:17.0,Normal
06:17.1,Snow
06:18.1,Rain
06:50.0,Wind
06:52.1,Normal
06:52.1,Snow
06:58.1,Rain
06:59.0,Wind
07:02.1,Normal
07:10.0,Snow
07:16.1,Rain
07:28.0,Wind
07:29.0,Normal
07:33.0,Snow
07:35.0,Rain
07:40.1,Wind
07:41.1,Normal
07:43.1,Snow
08:03.0,Rain
08:13.0,Wind
08:43.1,Normal
08:55.0,Snow
09:12.0,Rain
09:40.0,Snow
09:41.0,Rain
09:56.1,Wind
09:58.0,Normal
10:06.0,Snow
10:08.1,Rain
10:09.1,Wind
10:11.0,Normal
10:20.0,Snow
10:25.0,Rain
10:26.1,Wind
10:29.0,Normal
10:57.0,Snow
11:08.1,Rain
11:18.1,Wind
11:26.0,Normal
11:39.0,Snow
11:41.1,Rain
11:51.0,Wind
12:15.1,Normal
12:21.0,Snow
12:33.1,Rain
12:40.1,Wind
13:05.1,Normal
13:12.1,Snow
13:15.1,Rain
13:23.0,Wind
13:35.1,Normal
14:02.0,Snow
14:15.0,Rain
14:20.1,Wind
14:26.0,Normal
14:49.0,Snow
14:52.0,Rain
14:59.0,Wind
15:19.0,Normal
15:21.1,Snow
15:27.0,Rain
16:13.0,Wind
17:20.0,Normal
17:38.0,Snow
17:52.1,Rain
17:58.0,Snow
18:03.0,Rain
18:10.0,Wind
18:17.1,Normal
18:46.0,Snow
18:57.0,Rain
19:26.0,Wind
19:29.1,Normal
19:32.0,Snow
19:44.1,Rain
20:12.1,Wind
20:30.1,Normal
20:35.0,Snow
20:38.1,Rain
20:44.0,Wind
20:44.1,Normal
20:56.0,Snow
21:24.1,Rain
21:32.0,Wind
21:35.0,Normal
21:37.0,Snow
21:42.0,Rain
21:44.0,Wind
21:52.0,Normal
22:05.1,Snow
22:07.1,Rain
22:12.0,Wind
22:15.1,Normal
22:27.1,Snow
22:32.1,Rain
22:45.0,Wind
22:55.0,Normal
22:57.0,Snow
22:58.0,Rain
23:21.0,Wind
23:31.0,Normal
23:36.1,Snow
24:03.0,Rain
24:12.1,Wind
24:30.0,Normal
24:31.1,Snow
24:35.0,Rain
24:35.1,Snow
24:38.0,Rain
24:38.0,Wind
25:21.1,Normal
25:22.0,Snow
25:25.0,Rain
25:27.0,Wind
25:44.0,Normal
26:19.1,Snow
26:23.1,Rain
26:34.1,Wind
26:39.0,Normal
26:45.1,Snow
27:08.0,Rain
27:31.1,Wind
27:34.0,Normal
27:49.1,Snow
27:53.1,Rain
28:00.0,Wind
28:15.0,Normal
28:43.0,Snow
28:44.1,Rain
28:46.1,Wind
28:47.0,Normal
28:47.0,Snow
28:52.0,Rain
29:01.1,Wind
29:15.0,Normal
29:52.0,Snow
30:02.0,Rain
30:06.0,Wind
30:11.0,Normal
30:35.0,Snow
30:35.0,Rain
30:54.0,Wind
31:19.0,Normal
31:25.0,Snow
31:27.1,Rain
31:31.1,Wind
31:36.0,Normal
31:44.1,Snow
31:55.2,Rain
32:23.1,Snow
32:26.0,Rain
32:27.0,Wind
32:27.1,Normal
32:28.1,Snow
33:05.1,Rain
33:10.0,Wind
33:15.0,Normal
33:15.1,Snow
33:28.0,Rain
33:34.1,Wind
33:37.1,Normal
33:59.0,Snow
34:12.1,Rain
34:33.1,Wind
34:40.1,Normal
34:41.0,Snow
34:44.0,Rain
34:57.1,Wind
35:13.0,Normal
35:22.0,Snow
35:22.0,Rain
35:26.0,Wind
35:29.0,Normal
35:30.1,Snow
35:32.0,Rain
35:36.0,Wind
35:54.1,Normal
36:23.1,Snow
36:43.1,Rain
36:46.0,Wind
36:47.1,Normal
37:14.0,Snow
37:16.1,Rain
37:17.0,Wind
37:23.0,Normal
37:45.0,Snow
37:54.1,Rain
38:01.0,Wind
38:19.1,Normal
38:26.0,Snow
38:49.1,Rain
39:02.1,Snow
39:07.1,Rain
39:18.0,Wind
39:18.0,Normal
39:21.0,Snow
39:30.0,Rain
39:42.0,Wind
39:51.0,Normal
39:57.0,Snow
40:08.0,Rain
40:11.0,Wind
40:13.1,Normal
40:31.0,Snow
40:33.1,Rain
40:37.1,Wind
40:43.0,Normal
40:47.0,Snow
40:49.1,Rain
40:51.1,Wind
41:23.0,Normal
41:23.1,Snow
41:33.1,Rain
41:37.0,Wind
41:41.0,Normal
41:55.2,Snow
41:59.0,Rain
41:59.1,Wind
42:00.0,Normal
42:04.0,Snow
42:18.0,Rain
42:19.1,Wind
42:20.0,Normal
42:38.0,Snow
42:50.1,Rain
42:58.0,Wind
42:58.1,Normal
43:01.0,Snow
43:25.0,Rain
43:39.1,Wind
43:40.0,Normal
43:41.0,Snow
43:51.0,Rain
43:58.0,Snow
44:03.0,Rain
44:08.0,Wind
44:33.1,Normal
44:40.0,Snow
44:42.1,Rain
45:05.0,Wind
45:24.0,Normal
45:25.0,Snow
45:25.0,Rain
45:44.0,Wind
45:47.0,Normal
45:57.1,Snow
46:08.0,Rain
46:43.0,Wind
46:51.1,Normal
47:11.1,Snow
47:12.0,Rain
47:14.0,Wind
47:20.1,Normal
47:22.1,Snow
47:24.0,Rain
48:26.1,Wind
48:36.0,Normal
48:37.1,Snow
48:40.0,Rain
48:40.1,Wind
48:44.0,Normal
48:54.1,Snow
48:58.0,Rain
49:18.0,Wind
49:21.1,Normal
49:53.0,Snow
49:59.1,Rain
50:13.1,Wind
50:21.0,Normal
50:34.0,Snow
50:39.0,Rain
50:42.0,Wind
50:43.0,Normal
50:45.0,Snow
50:52.0,Rain
50:57.0,Snow
51:00.0,Rain
51:09.0,Wind
51:20.0,Normal
51:23.0,Snow
51:26.1,Rain
51:28.1,Wind
51:41.0,Normal
51:46.0,Snow
51:50.1,Rain
51:53.0,Wind
52:00.0,Normal
52:01.0,Snow
52:08.0,Rain
52:16.0,Wind
52:28.1,Normal
52:36.0,Snow
52:36.0,Rain
52:43.1,Wind
52:48.1,Normal
52:51.1,Snow
52:53.1,Rain
52:56.1,Wind
53:29.0,Normal
54:01.1,Snow
54:03.1,Rain
54:15.0,Wind
54:15.1,Normal
54:19.0,Snow
54:37.0,Rain
54:54.1,Wind
54:55.1,Normal
55:16.0,Snow
55:16.1,Rain
55:38.0,Wind
55:50.0,Normal
55:55.0,Snow
55:58.1,Rain
56:03.0,Wind
56:11.1,Normal
56:16.0,Snow
56:25.0,Rain
56:57.0,Snow
56:59.1,Rain
57:01.1,Wind
57:16.1,Normal
57:23.0,Snow
58:02.1,Rain
58:03.0,Wind
58:03.0,Normal
58:04.0,Snow
58:09.0,Rain
58:23.1,Wind
59:03.1,Normal
59:05.0,Snow
59:18.0,Rain
59:44.1,Wind
00:05.1,Normal
00:18.0,Snow
00:19.1,Rain
00:33.1,Wind
00:38.1,Normal
00:40.1,Snow
00:44.0,Rain
01:02.0,Wind
01:03.0,Normal
01:05.1,Snow
01:06.0,Rain
01:12.1,Wind
01:19.0,Normal
01:23.0,Snow
01:26.0,Rain
01:30.0,Wind
01:51.0,Normal
02:03.0,Snow
02:05.0,Rain
02:16.1,Wind
02:23.0,Normal
02:24.1,Snow
02:29.0,Rain
02:37.1,Wind
02:52.1,Normal
02:56.1,Snow
02:57.1,Rain
03:06.0,Snow
03:19.0,Rain
03:21.1,Wind
03:23.0,Normal
03:27.1,Snow
03:29.1,Rain
03:31.0,Wind
03:42.0,Normal
03:43.1,Snow
03:48.0,Rain
03:58.0,Wind
03:59.1,Normal
04:09.1,Snow
04:17.0,Rain
04:19.1,Wind
04:21.1,Normal
04:27.1,Snow
04:42.0,Rain
04:42.1,Wind
04:43.0,Normal
05:01.0,Snow
05:03.0,Rain
05:08.1,Wind
05:10.0,Normal
05:13.0,Snow
05:25.1,Rain
05:29.0,Wind
05:31.1,Normal
05:50.1,Snow
06:03.0,Rain
06:05.0,Wind
06:14.1,Normal
06:15.0,Snow
06:23.1,Rain
06:38.1,Wind
06:54.0,Normal
07:08.0,Snow
07:11.0,Rain
07:15.1,Wind
07:21.0,Normal
07:30.1,Snow
07:33.1,Rain
07:36.0,Snow
07:42.0,Rain
07:43.0,Wind
08:02.1,Normal
08:04.0,Snow
08:09.0,Rain
08:14.1,Wind
08:35.1,Normal
08:43.0,Snow
08:45.1,Rain
08:46.0,Wind
08:47.0,Normal
08:48.0,Snow
08:52.1,Rain
08:53.0,Wind
08:54.1,Normal
08:56.1,Snow
08:59.1,Rain
09:01.0,Wind
09:02.0,Normal
09:03.1,Snow
09:06.0,Rain
09:11.0,Wind
09:13.1,Normal
09:19.0,Snow
09:23.0,Rain
09:29.1,Wind
09:51.1,Normal
09:59.0,Snow
10:03.0,Rain
10:10.1,Wind
10:32.0,Normal
10:35.0,Snow
10:39.0,Rain
11:13.0,Wind
11:20.0,Normal
11:22.1,Snow
11:24.1,Rain
11:26.1,Wind
11:28.0,Normal
11:31.1,Snow
11:34.0,Rain
11:34.0,Snow
11:39.0,Rain
11:42.0,Wind
11:52.1,Normal
11:56.0,Snow
12:06.0,Rain
12:11.0,Wind
12:14.1,Normal
12:22.1,Snow
12:42.1,Rain
12:43.0,Wind
12:57.0,Normal
12:58.0,Snow
13:06.1,Rain
13:08.0,Wind
13:33.1,Normal
13:35.1,Snow
13:45.0,Rain
13:46.1,Wind
13:49.1,Normal
13:56.1,Snow
13:58.0,Rain
14:00.0,Wind
14:05.0,Normal
14:10.1,Snow
14:10.1,Rain
14:12.1,Wind
14:14.0,Normal
14:21.1,Snow
14:39.0,Rain
14:56.0,Wind
15:05.1,Normal
15:15.0,Snow
15:40.1,Rain
15:44.1,Wind
15:54.0,Normal
15:57.1,Snow
15:59.0,Rain
16:01.1,Wind
16:01.1,Normal
16:07.0,Snow
16:09.1,Rain
16:15.0,Snow
16:17.1,Rain
16:41.0,Wind
16:43.1,Normal
16:46.1,Snow
16:55.1,Rain
16:58.0,Wind
17:10.1,Normal
17:23.1,Snow
17:25.0,Rain
17:29.0,Wind
17:33.0,Normal
17:39.1,Snow
17:41.0,Rain
17:42.0,Wind
17:50.1,Normal
17:51.1,Snow
17:53.0,Rain
17:59.0,Wind
18:03.0,Normal
18:10.0,Snow
18:13.1,Rain
18:22.0,Wind
18:30.0,Normal
18:35.1,Snow
18:36.0,Rain
18:51.0,Wind
18:58.0,Normal
19:22.1,Snow
19:28.0,Rain
19:32.1,Wind
19:38.0,Normal
19:40.0,Snow
19:55.0,Rain
19:56.0,Wind
20:03.0,Normal
20:15.0,Snow
20:30.1,Rain
20:30.1,Wind
20:36.1,Normal
20:38.0,Snow
20:40.0,Rain
20:44.0,Snow
20:47.0,Rain
21:07.0,Wind
21:10.0,Normal
21:11.1,Snow
21:41.1,Rain
21:47.0,Wind
21:58.0,Normal
22:00.1,Snow
22:09.0,Rain
22:37.0,Wind
22:43.0,Normal
22:46.1,Snow
22:56.1,Rain
22:57.0,Wind
23:02.0,Normal
23:14.0,Snow
23:18.1,Rain
23:19.1,Wind
23:19.1,Normal
23:20.0,Snow
23:26.0,Rain
23:27.1,Wind
23:47.1,Normal
23:48.1,Snow
23:52.1,Rain
24:05.0,Wind
24:14.0,Normal
24:23.0,Snow
24:26.0,Rain
24:32.0,Wind
24:38.0,Normal
24:39.0,Snow
24:44.0,Rain
24:44.1,Wind
24:48.0,Normal
24:59.0,Snow
25:06.0,Rain
25:10.0,Wind
25:11.0,Normal
25:13.0,Snow
25:23.0,Rain
25:36.1,Snow
25:36.1,Rain
25:56.1,Wind
25:59.0,Normal
26:10.0,Snow
26:17.0,Rain
26:22.1,Wind
26:24.1,Normal
26:29.0,Snow
26:45.0,Rain
26:56.0,Wind
27:06.1,Normal
27:14.0,Snow
27:22.0,Rain
27:31.1,Wind
27:34.0,Normal
27:36.0,Snow
27:37.1,Rain
27:38.0,Wind
27:48.1,Normal
27:52.0,Snow
27:58.1,Rain
28:22.0,Wind
28:23.0,Normal
28:23.1,Snow
28:24.0,Rain
28:27.0,Wind
28:46.1,Normal
28:47.1,Snow
28:55.0,Rain
28:58.0,Wind
29:02.0,Normal
29:14.1,Snow
29:16.0,Rain
29:20.0,Wind
29:36.1,Normal
29:43.0,Snow
29:44.0,Rain
29:48.0,Wind
29:51.0,Normal
30:01.0,Snow
30:01.1,Rain
30:06.0,Snow
30:14.1,Rain
30:20.0,Wind
30:23.0,Normal
30:26.0,Snow
30:29.1,Rain
30:43.0,Wind
30:50.1,Normal
31:14.0,Snow
31:16.0,Rain
31:21.1,Wind
31:21.1,Normal
31:25.0,Snow
31:38.1,Rain
31:40.0,Wind
31:45.0,Normal
31:50.0,Snow
32:04.1,Rain
32:06.0,Wind
32:09.0,Normal
32:11.1,Snow
32:12.1,Rain
32:25.0,Wind
32:28.0,Normal
32:32.0,Snow
32:43.0,Rain
32:52.0,Wind
32:57.0,Normal
33:05.0,Snow
33:13.0,Rain
33:16.0,Wind
33:18.0,Normal
34:04.0,Snow
34:04.0,Rain
34:07.0,Wind
34:07.1,Normal
34:08.1,Snow
34:09.0,Rain
34:12.1,Wind
34:28.0,Normal
34:36.0,Snow
35:03.1,Rain
35:19.0,Snow
35:22.0,Rain
35:30.0,Wind
35:35.0,Normal
35:36.0,Snow
35:39.0,Rain
35:42.1,Wind
35:50.0,Normal
35:52.1,Snow
35:54.0,Rain
35:58.1,Wind
36:09.0,Normal
36:10.1,Snow
36:11.0,Rain
36:52.0,Wind
36:58.0,Normal
37:00.0,Snow
37:00.0,Rain
37:07.0,Wind
37:17.0,Normal
37:19.1,Snow
37:21.0,Rain
37:23.0,Wind
37:24.0,Normal
37:26.1,Snow
37:30.0,Rain
37:33.0,Wind
37:34.0,Normal
37:36.0,Snow
37:37.0,Rain
37:41.1,Wind
37:49.1,Normal
37:51.0,Snow
37:54.0,Rain
37:59.0,Wind
38:03.1,Normal
38:13.1,Snow
38:22.1,Rain
38:34.1,Wind
38:50.1,Normal
38:54.1,Snow
39:06.1,Rain
39:07.0,Snow
39:11.0,Rain
39:12.0,Wind
39:14.1,Normal
39:20.0,Snow
39:20.1,Rain
39:22.0,Wind
39:23.1,Normal
39:24.0,Snow
39:25.0,Rain
39:27.0,Wind
39:27.1,Normal
39:38.0,Snow
39:39.0,Rain
39:40.0,Wind
39:43.0,Normal
39:45.1,Snow
39:49.0,Rain
39:51.0,Wind
39:51.0,Normal
39:56.0,Snow
39:58.0,Rain
40:13.0,Wind
40:37.1,Normal
40:40.0,Snow
40:41.0,Rain
40:42.1,Wind
40:43.0,Normal
40:44.1,Snow
40:45.0,Rain
40:47.0,Wind
40:51.0,Normal
40:58.0,Snow
41:04.1,Rain
41:08.0,Wind
41:26.1,Normal
41:31.1,Snow
41:42.1,Rain
41:44.0,Wind
41:44.0,Normal
41:52.1,Snow
41:56.0,Rain
41:57.1,Snow
41:59.0,Rain
42:00.1,Wind
42:05.0,Normal
42:09.0,Snow
42:11.1,Rain
42:12.0,Wind
42:19.0,Normal
42:21.0,Snow
42:26.0,Rain
42:31.0,Wind
42:31.1,Normal
42:34.0,Snow
42:37.0,Rain
42:45.0,Wind
43:19.0,Normal
43:20.0,Snow
43:22.0,Rain
43:23.0,Wind
43:25.0,Normal
43:26.0,Snow
43:26.1,Rain
43:29.0,Wind
43:30.1,Normal
43:34.0,Snow
43:44.1,Rain
43:51.0,Wind
43:51.1,Normal
43:53.1,Snow
43:57.0,Rain
44:19.0,Wind
44:28.0,Normal
44:36.0,Snow
44:41.0,Rain
44:41.1,Wind
44:43.1,Normal
44:44.1,Snow
44:59.1,Rain
45:02.1,Wind
45:10.0,Normal
45:19.1,Snow
45:25.0,Rain
45:30.0,Snow
45:32.0,Rain
45:35.1,Wind
45:35.1,Normal
45:36.1,Snow
45:37.1,Rain
45:40.1,Wind
46:21.1,Normal
46:23.1,Snow
46:27.1,Rain
46:28.1,Wind
52:58.1,Normal
53:01.0,Snow
53:02.1,Rain
53:03.1,Wind
53:04.0,Normal
53:26.1,Snow
53:27.0,Rain
53:37.0,Wind
53:38.0,Normal
53:40.0,Snow
53:44.0,Rain
54:02.1,Wind
54:04.1,Normal
54:08.1,Snow
54:10.1,Rain
54:12.1,Wind
54:14.1,Normal
54:33.0,Snow
54:36.0,Rain
54:37.1,Wind
55:03.1,Normal
55:09.0,Snow
55:10.0,Rain
55:18.0,Wind
55:20.1,Normal
55:34.0,Snow
55:36.0,Rain
55:43.1,Wind
55:44.1,Normal
55:48.0,Snow
55:50.0,Rain
55:52.0,Snow
55:53.0,Rain
55:55.0,Wind
55:56.1,Normal
55:58.1,Snow
55:59.0,Rain
56:00.0,Wind
56:14.1,Normal
56:19.1,Snow
56:27.1,Rain
56:28.0,Wind
56:41.0,Normal
56:43.0,Snow
56:43.0,Rain
56:46.1,Wind
56:52.1,Normal
56:59.0,Snow
57:06.0,Rain
57:06.1,Wind
57:12.0,Normal
57:23.1,Snow
57:24.0,Rain
57:26.1,Wind
57:27.0,Normal
57:31.1,Snow
57:40.1,Rain
57:43.1,Wind
57:46.0,Normal
58:01.0,Snow
58:24.1,Rain
58:26.0,Wind
58:30.0,Normal
58:31.0,Snow
58:36.0,Rain
58:44.0,Wind
58:49.0,Normal
58:50.1,Snow
58:53.1,Rain
58:58.1,Wind
59:01.0,Normal
59:05.1,Snow
59:07.0,Rain
59:09.1,Snow
59:15.1,Rain
59:22.0,Wind
59:22.1,Normal
59:24.1,Snow
59:25.0,Rain
59:25.1,Wind
59:27.1,Normal
59:33.1,Snow
59:34.0,Rain
59:36.0,Wind
59:39.0,Normal
59:41.1,Snow
59:55.1,Rain
59:57.0,Wind
59:58.1,Normal
00:00.0,Snow
00:01.1,Rain
00:03.0,Wind
00:05.1,Normal
00:08.0,Snow
00:15.1,Rain
00:17.0,Wind
00:38.0,Normal
00:39.0,Snow
00:42.0,Rain
00:44.1,Wind
01:03.0,Normal
01:08.1,Snow
01:25.0,Rain
01:30.0,Wind
01:36.0,Normal
01:38.1,Snow
01:59.1,Rain
02:04.1,Wind
02:06.0,Normal
02:10.0,Snow
02:11.0,Rain
02:25.0,Wind
02:31.1,Normal
02:49.0,Snow
02:50.0,Rain
02:55.1,Snow
03:04.1,Rain
03:05.1,Wind
03:17.0,Normal
03:18.0,Snow
03:22.1,Rain
03:26.1,Wind
03:27.1,Normal
03:29.0,Snow
03:52.1,Rain
04:15.0,Wind
04:15.0,Normal
04:19.0,Snow
04:20.1,Rain
04:26.0,Wind
04:34.1,Normal
04:35.0,Snow
04:36.0,Rain
04:39.0,Wind
04:41.0,Normal
04:42.1,Snow
04:45.1,Rain
04:48.0,Wind
04:49.1,Normal
04:51.1,Snow
